ID_Pedido,Fecha,ID_Cliente,Pais,Categoria,Producto,Precio_Unitario,Cantidad,Costo_Envio,Canal_Venta,Puntuacion_Satisfaccion,Ingresos_Brutos,Ingreso_Neto_Logistico,Coste_Envio_Relativo,Anio,Mes_Numero,Mes,Trimestre,Nivel_Satisfaccion,Indicador_Satisfaccion_Alta
ORD-1364,2025-05-31,CLI-232,Argentina,Estilo de Vida,Mochila Ergonómica,177.45,1,4.33,Tienda Física,5,177.45,173.12,0.024401,2025,5,2025-05,T2,Alta,1
ORD-1365,2025-05-07,CLI-442,España,Tecnología,Smartphone Alpha,553.24,3,39.32,Web,4,1659.72,1620.4,0.023691,2025,5,2025-05,T2,Alta,1
ORD-1366,2025-06-04,CLI-210,Argentina,Tecnología,Auriculares Noise-Cancelling,708.47,3,49.16,App,4,2125.41,2076.25,0.02313,2025,6,2025-06,T2,Alta,1
ORD-1367,2025-09-30,CLI-463,Colombia,Tecnología,Laptop Pro 15,856.13,1,54.63,Web,2,856.13,801.5,0.06381,2025,9,2025-09,T3,Baja,0
ORD-1368,2025-04-14,CLI-496,España,Estilo de Vida,Set de Teclado Mecánico,95.6,1,10.24,Tienda Física,5,95.6,85.36,0.107113,2025,4,2025-04,T2,Alta,1
ORD-1369,2025-10-26,CLI-339,España,Tecnología,Smartwatch Series Z,615.19,2,41.93,Web,5,1230.38,1188.45,0.034079,2025,10,2025-10,T4,Alta,1
ORD-1370,2025-09-03,CLI-366,Chile,Tecnología,Auriculares Noise-Cancelling,441.74,1,34.8,Tienda Física,4,441.74,406.94,0.078779,2025,9,2025-09,T3,Alta,1
ORD-1371,2025-06-25,CLI-319,México,Estilo de Vida,Lámpara LED Escritorio,281.45,1,7.71,Web,5,281.45,273.74,0.027394,2025,6,2025-06,T2,Alta,1
ORD-1372,2025-02-08,CLI-457,Chile,Estilo de Vida,Lámpara LED Escritorio,62.31,1,11.04,Tienda Física,5,62.31,51.27,0.177179,2025,2,2025-02,T1,Alta,1
ORD-1373,2025-06-19,CLI-153,Chile,Tecnología,Auriculares Noise-Cancelling,1138.66,2,67.23,Tienda Física,5,2277.32,2210.09,0.029522,2025,6,2025-06,T2,Alta,1
ORD-1374,2025-09-04,CLI-378,Chile,Tecnología,Smartwatch Series Z,565.73,1,40.85,Web,3,565.73,524.88,0.072208,2025,9,2025-09,T3,Media,0
ORD-1375,2025-01-26,CLI-385,México,Tecnología,Auriculares Noise-Cancelling,1167.79,1,67.17,Web,3,1167.79,1100.62,0.057519,2025,1,2025-01,T1,Media,0
ORD-1376,2025-12-21,CLI-146,Chile,Tecnología,Auriculares Noise-Cancelling,624.33,2,39.76,Web,1,1248.66,1208.9,0.031842,2025,12,2025-12,T4,Baja,0
ORD-1377,2025-11-02,CLI-237,Chile,Estilo de Vida,Silla Gaming X,134.16,2,7.1,App,3,268.32,261.22,0.026461,2025,11,2025-11,T4,Media,0
ORD-1378,2025-01-13,CLI-231,Colombia,Tecnología,Monitor 4K Curved,266.77,1,27.02,Web,1,266.77,239.75,0.101286,2025,1,2025-01,T1,Baja,0
ORD-1379,2025-11-12,CLI-343,España,Tecnología,Laptop Pro 15,375.66,2,24.2,App,5,751.32,727.12,0.03221,2025,11,2025-11,T4,Alta,1
ORD-1380,2025-11-09,CLI-359,España,Tecnología,Auriculares Noise-Cancelling,772.41,2,45.1,Web,4,1544.82,1499.72,0.029194,2025,11,2025-11,T4,Alta,1
ORD-1381,2025-02-05,CLI-391,Argentina,Estilo de Vida,Botella Térmica Inteligente,154.23,1,7.52,Web,5,154.23,146.71,0.048758,2025,2,2025-02,T1,Alta,1
ORD-1382,2025-06-22,CLI-143,España,Estilo de Vida,Set de Teclado Mecánico,78.68,1,9.11,Tienda Física,4,78.68,69.57,0.115785,2025,6,2025-06,T2,Alta,1
ORD-1383,2025-01-20,CLI-217,México,Tecnología,Auriculares Noise-Cancelling,692.1,3,45.41,App,5,2076.3,2030.89,0.021871,2025,1,2025-01,T1,Alta,1
ORD-1384,2025-11-17,CLI-472,México,Estilo de Vida,Mochila Ergonómica,265.32,2,3.12,Web,5,530.64,527.52,0.00588,2025,11,2025-11,T4,Alta,1
ORD-1385,2025-09-21,CLI-477,México,Tecnología,Laptop Pro 15,779.43,1,53.0,Web,1,779.43,726.43,0.067998,2025,9,2025-09,T3,Baja,0
ORD-1386,2025-05-22,CLI-124,Argentina,Tecnología,Auriculares Noise-Cancelling,767.4,2,46.9,App,5,1534.8,1487.9,0.030558,2025,5,2025-05,T2,Alta,1
ORD-1387,2025-05-23,CLI-364,España,Tecnología,Monitor 4K Curved,584.85,1,43.82,App,5,584.85,541.03,0.074925,2025,5,2025-05,T2,Alta,1
ORD-1388,2025-04-02,CLI-222,Colombia,Tecnología,Monitor 4K Curved,784.58,1,51.87,Web,2,784.58,732.71,0.066112,2025,4,2025-04,T2,Baja,0
ORD-1389,2025-12-20,CLI-491,México,Tecnología,Auriculares Noise-Cancelling,929.41,3,53.91,Web,4,2788.23,2734.32,0.019335,2025,12,2025-12,T4,Alta,1
ORD-1390,2025-11-18,CLI-108,México,Tecnología,Laptop Pro 15,302.59,2,25.19,App,5,605.18,579.99,0.041624,2025,11,2025-11,T4,Alta,1
ORD-1391,2025-10-15,CLI-100,Chile,Tecnología,Monitor 4K Curved,269.22,2,27.64,Tienda Física,4,538.44,510.8,0.051333,2025,10,2025-10,T4,Alta,1
ORD-1392,2025-08-03,CLI-476,México,Tecnología,Smartphone Alpha,231.05,1,18.25,Web,3,231.05,212.8,0.078987,2025,8,2025-08,T3,Media,0
ORD-1393,2025-12-08,CLI-191,Colombia,Tecnología,Monitor 4K Curved,1146.43,3,63.75,Web,3,3439.29,3375.54,0.018536,2025,12,2025-12,T4,Media,0
ORD-1394,2025-02-20,CLI-422,España,Estilo de Vida,Lámpara LED Escritorio,235.64,1,6.72,App,5,235.64,228.92,0.028518,2025,2,2025-02,T1,Alta,1
ORD-1395,2025-06-02,CLI-469,Colombia,Estilo de Vida,Set de Teclado Mecánico,90.15,1,3.87,App,4,90.15,86.28,0.042928,2025,6,2025-06,T2,Alta,1
ORD-1396,2025-07-05,CLI-337,Chile,Tecnología,Smartwatch Series Z,226.37,1,19.12,App,3,226.37,207.25,0.084463,2025,7,2025-07,T3,Media,0
ORD-1397,2025-03-04,CLI-437,España,Estilo de Vida,Set de Teclado Mecánico,86.78,1,6.59,Tienda Física,5,86.78,80.19,0.075939,2025,3,2025-03,T1,Alta,1
ORD-1398,2025-07-09,CLI-198,Argentina,Estilo de Vida,Silla Gaming X,140.5,2,8.21,Tienda Física,2,281.0,272.79,0.029217,2025,7,2025-07,T3,Baja,0
ORD-1399,2025-05-05,CLI-272,España,Tecnología,Auriculares Noise-Cancelling,632.63,1,43.39,App,5,632.63,589.24,0.068587,2025,5,2025-05,T2,Alta,1
ORD-1400,2025-05-30,CLI-214,México,Tecnología,Smartwatch Series Z,916.68,1,56.55,Web,4,916.68,860.13,0.06169,2025,5,2025-05,T2,Alta,1
ORD-1401,2025-11-10,CLI-446,España,Estilo de Vida,Lámpara LED Escritorio,217.7,5,8.3,App,4,1088.5,1080.2,0.007625,2025,11,2025-11,T4,Alta,1
ORD-1402,2025-02-27,CLI-446,España,Tecnología,Laptop Pro 15,222.61,1,24.41,Web,5,222.61,198.2,0.109654,2025,2,2025-02,T1,Alta,1
ORD-1403,2025-12-08,CLI-216,España,Estilo de Vida,Set de Teclado Mecánico,138.41,2,4.76,Web,3,276.82,272.06,0.017195,2025,12,2025-12,T4,Media,0
ORD-1404,2025-11-01,CLI-174,España,Tecnología,Smartwatch Series Z,689.39,3,42.35,Tienda Física,2,2068.17,2025.82,0.020477,2025,11,2025-11,T4,Baja,0
ORD-1405,2025-06-29,CLI-336,México,Tecnología,Auriculares Noise-Cancelling,333.13,1,26.37,App,4,333.13,306.76,0.079158,2025,6,2025-06,T2,Alta,1
ORD-1406,2025-06-19,CLI-310,Argentina,Tecnología,Smartphone Alpha,356.11,2,23.03,App,4,712.22,689.19,0.032336,2025,6,2025-06,T2,Alta,1
ORD-1407,2025-11-22,CLI-480,España,Estilo de Vida,Lámpara LED Escritorio,95.33,3,5.95,Web,4,285.99,280.04,0.020805,2025,11,2025-11,T4,Alta,1
ORD-1408,2025-09-28,CLI-343,España,Tecnología,Monitor 4K Curved,597.82,1,41.05,Web,4,597.82,556.77,0.068666,2025,9,2025-09,T3,Alta,1
ORD-1409,2025-02-23,CLI-308,España,Tecnología,Smartwatch Series Z,528.39,1,37.47,Tienda Física,3,528.39,490.92,0.070914,2025,2,2025-02,T1,Media,0
ORD-1410,2025-04-11,CLI-359,Argentina,Tecnología,Auriculares Noise-Cancelling,735.28,1,48.83,Tienda Física,5,735.28,686.45,0.06641,2025,4,2025-04,T2,Alta,1
ORD-1411,2025-09-21,CLI-366,España,Estilo de Vida,Botella Térmica Inteligente,82.31,1,4.2,Web,2,82.31,78.11,0.051027,2025,9,2025-09,T3,Baja,0
ORD-1412,2025-02-22,CLI-298,Chile,Tecnología,Monitor 4K Curved,175.85,1,15.89,Web,1,175.85,159.96,0.090361,2025,2,2025-02,T1,Baja,0
ORD-1413,2025-03-01,CLI-322,España,Tecnología,Smartwatch Series Z,370.17,1,33.27,Tienda Física,5,370.17,336.9,0.089878,2025,3,2025-03,T1,Alta,1
ORD-1414,2025-04-18,CLI-474,México,Estilo de Vida,Botella Térmica Inteligente,115.35,1,3.49,Tienda Física,5,115.35,111.86,0.030256,2025,4,2025-04,T2,Alta,1
ORD-1415,2025-01-05,CLI-481,España,Tecnología,Laptop Pro 15,304.59,1,22.3,App,1,304.59,282.29,0.073213,2025,1,2025-01,T1,Baja,0
ORD-1416,2025-04-13,CLI-106,España,Tecnología,Smartphone Alpha,538.74,2,39.45,Tienda Física,5,1077.48,1038.03,0.036613,2025,4,2025-04,T2,Alta,1
ORD-1417,2025-07-15,CLI-141,España,Tecnología,Smartphone Alpha,215.55,1,20.64,Web,5,215.55,194.91,0.095755,2025,7,2025-07,T3,Alta,1
ORD-1418,2025-09-19,CLI-384,Colombia,Tecnología,Monitor 4K Curved,1051.63,2,66.15,Web,5,2103.26,2037.11,0.031451,2025,9,2025-09,T3,Alta,1
ORD-1419,2025-12-31,CLI-177,Argentina,Tecnología,Smartphone Alpha,852.82,3,49.95,Web,5,2558.46,2508.51,0.019523,2025,12,2025-12,T4,Alta,1
ORD-1420,2025-12-16,CLI-492,España,Tecnología,Monitor 4K Curved,866.79,4,50.7,Tienda Física,5,3467.16,3416.46,0.014623,2025,12,2025-12,T4,Alta,1
ORD-1421,2025-02-16,CLI-382,España,Estilo de Vida,Set de Teclado Mecánico,229.04,1,9.1,Tienda Física,2,229.04,219.94,0.039731,2025,2,2025-02,T1,Baja,0
ORD-1422,2025-12-21,CLI-482,Colombia,Estilo de Vida,Silla Gaming X,78.5,2,10.38,Web,4,157.0,146.62,0.066115,2025,12,2025-12,T4,Alta,1
ORD-1423,2025-11-07,CLI-194,Colombia,Tecnología,Monitor 4K Curved,1180.3,4,73.34,Tienda Física,5,4721.2,4647.86,0.015534,2025,11,2025-11,T4,Alta,1
ORD-1424,2025-11-04,CLI-346,España,Estilo de Vida,Silla Gaming X,55.96,3,6.67,Web,5,167.88,161.21,0.039731,2025,11,2025-11,T4,Alta,1
ORD-1425,2025-05-24,CLI-471,México,Tecnología,Auriculares Noise-Cancelling,811.11,1,54.19,Tienda Física,5,811.11,756.92,0.06681,2025,5,2025-05,T2,Alta,1
ORD-1426,2025-09-26,CLI-291,España,Tecnología,Smartphone Alpha,208.97,1,18.0,Web,4,208.97,190.97,0.086137,2025,9,2025-09,T3,Alta,1
ORD-1427,2025-05-04,CLI-344,México,Tecnología,Auriculares Noise-Cancelling,412.47,1,26.36,App,4,412.47,386.11,0.063908,2025,5,2025-05,T2,Alta,1
ORD-1428,2025-04-16,CLI-184,España,Estilo de Vida,Set de Teclado Mecánico,250.57,1,8.84,Web,5,250.57,241.73,0.03528,2025,4,2025-04,T2,Alta,1
ORD-1429,2025-06-07,CLI-296,España,Estilo de Vida,Mochila Ergonómica,298.83,3,6.92,Web,3,896.49,889.57,0.007719,2025,6,2025-06,T2,Media,0
ORD-1430,2025-05-27,CLI-465,España,Estilo de Vida,Botella Térmica Inteligente,25.06,2,11.24,App,2,50.12,38.88,0.224262,2025,5,2025-05,T2,Baja,0
ORD-1431,2025-05-25,CLI-260,España,Estilo de Vida,Mochila Ergonómica,88.76,1,9.35,Web,5,88.76,79.41,0.10534,2025,5,2025-05,T2,Alta,1
ORD-1432,2025-04-30,CLI-212,Argentina,Estilo de Vida,Mochila Ergonómica,231.08,1,11.26,Web,3,231.08,219.82,0.048728,2025,4,2025-04,T2,Media,0
ORD-1433,2025-11-15,CLI-385,Argentina,Tecnología,Laptop Pro 15,624.81,2,43.63,App,5,1249.62,1205.99,0.034915,2025,11,2025-11,T4,Alta,1
ORD-1434,2025-10-02,CLI-167,España,Estilo de Vida,Botella Térmica Inteligente,35.37,1,10.27,App,5,35.37,25.1,0.290359,2025,10,2025-10,T4,Alta,1
ORD-1435,2025-04-02,CLI-283,España,Estilo de Vida,Silla Gaming X,262.3,1,5.4,Tienda Física,5,262.3,256.9,0.020587,2025,4,2025-04,T2,Alta,1
ORD-1436,2025-02-27,CLI-182,España,Estilo de Vida,Silla Gaming X,252.57,1,3.01,Web,2,252.57,249.56,0.011917,2025,2,2025-02,T1,Baja,0
ORD-1437,2025-12-12,CLI-141,Argentina,Tecnología,Smartphone Alpha,455.93,3,31.97,Tienda Física,5,1367.79,1335.82,0.023373,2025,12,2025-12,T4,Alta,1
ORD-1438,2025-08-17,CLI-155,Argentina,Tecnología,Laptop Pro 15,462.53,1,31.11,Web,2,462.53,431.42,0.067261,2025,8,2025-08,T3,Baja,0
ORD-1439,2025-04-27,CLI-278,México,Tecnología,Smartphone Alpha,224.06,1,25.3,Tienda Física,2,224.06,198.76,0.112916,2025,4,2025-04,T2,Baja,0
ORD-1440,2025-11-14,CLI-291,España,Tecnología,Monitor 4K Curved,1052.63,4,59.32,Web,5,4210.52,4151.2,0.014089,2025,11,2025-11,T4,Alta,1
ORD-1441,2025-10-06,CLI-305,Argentina,Estilo de Vida,Mochila Ergonómica,245.82,1,11.83,App,5,245.82,233.99,0.048125,2025,10,2025-10,T4,Alta,1
ORD-1442,2025-05-07,CLI-228,Colombia,Tecnología,Auriculares Noise-Cancelling,885.98,1,51.24,Tienda Física,4,885.98,834.74,0.057834,2025,5,2025-05,T2,Alta,1
ORD-1443,2025-05-09,CLI-434,Chile,Tecnología,Monitor 4K Curved,571.57,1,41.51,Web,3,571.57,530.06,0.072625,2025,5,2025-05,T2,Media,0
ORD-1444,2025-02-27,CLI-477,Colombia,Estilo de Vida,Botella Térmica Inteligente,227.04,2,9.3,Web,4,454.08,444.78,0.020481,2025,2,2025-02,T1,Alta,1
ORD-1445,2025-05-02,CLI-102,Chile,Tecnología,Monitor 4K Curved,509.72,1,36.76,Web,5,509.72,472.96,0.072118,2025,5,2025-05,T2,Alta,1
ORD-1446,2025-01-01,CLI-189,Chile,Estilo de Vida,Botella Térmica Inteligente,279.12,1,10.38,App,5,279.12,268.74,0.037188,2025,1,2025-01,T1,Alta,1
ORD-1447,2025-08-27,CLI-303,Colombia,Tecnología,Smartwatch Series Z,729.53,1,43.89,Tienda Física,4,729.53,685.64,0.060162,2025,8,2025-08,T3,Alta,1
ORD-1448,2025-10-17,CLI-226,México,Estilo de Vida,Mochila Ergonómica,169.67,2,9.83,Web,4,339.34,329.51,0.028968,2025,10,2025-10,T4,Alta,1
ORD-1449,2025-04-06,CLI-200,España,Tecnología,Monitor 4K Curved,510.08,1,37.34,App,2,510.08,472.74,0.073204,2025,4,2025-04,T2,Baja,0
ORD-1450,2025-05-06,CLI-229,España,Tecnología,Monitor 4K Curved,556.15,1,33.61,Web,5,556.15,522.54,0.060433,2025,5,2025-05,T2,Alta,1
ORD-1451,2025-04-28,CLI-302,Chile,Tecnología,Smartwatch Series Z,279.41,3,22.05,Web,3,838.23,816.18,0.026305,2025,4,2025-04,T2,Media,0
ORD-1452,2025-02-17,CLI-181,España,Tecnología,Laptop Pro 15,1078.7,1,64.47,Web,5,1078.7,1014.23,0.059766,2025,2,2025-02,T1,Alta,1
ORD-1453,2025-03-30,CLI-304,México,Tecnología,Smartphone Alpha,270.65,1,18.57,App,2,270.65,252.08,0.068613,2025,3,2025-03,T1,Baja,0
ORD-1454,2025-08-25,CLI-437,España,Tecnología,Smartwatch Series Z,388.33,3,31.86,Web,5,1164.99,1133.13,0.027348,2025,8,2025-08,T3,Alta,1
ORD-1455,2025-09-29,CLI-462,Argentina,Estilo de Vida,Lámpara LED Escritorio,121.7,1,11.19,App,4,121.7,110.51,0.091947,2025,9,2025-09,T3,Alta,1
ORD-1456,2025-07-08,CLI-288,Colombia,Estilo de Vida,Botella Térmica Inteligente,124.9,3,10.15,App,5,374.7,364.55,0.027088,2025,7,2025-07,T3,Alta,1
ORD-1457,2025-07-11,CLI-499,Colombia,Estilo de Vida,Mochila Ergonómica,39.1,1,6.62,Web,4,39.1,32.48,0.169309,2025,7,2025-07,T3,Alta,1
ORD-1458,2025-03-10,CLI-167,España,Tecnología,Smartphone Alpha,380.08,1,25.13,Web,4,380.08,354.95,0.066118,2025,3,2025-03,T1,Alta,1
ORD-1459,2025-10-05,CLI-481,México,Estilo de Vida,Lámpara LED Escritorio,193.62,1,10.25,Tienda Física,5,193.62,183.37,0.052939,2025,10,2025-10,T4,Alta,1
ORD-1460,2025-12-15,CLI-353,España,Tecnología,Laptop Pro 15,686.52,3,43.61,Tienda Física,5,2059.56,2015.95,0.021174,2025,12,2025-12,T4,Alta,1
ORD-1461,2025-09-04,CLI-371,Argentina,Tecnología,Laptop Pro 15,310.8,1,27.82,App,5,310.8,282.98,0.089511,2025,9,2025-09,T3,Alta,1
ORD-1462,2025-03-17,CLI-321,España,Tecnología,Smartwatch Series Z,830.89,2,47.23,Web,5,1661.78,1614.55,0.028421,2025,3,2025-03,T1,Alta,1
ORD-1463,2025-06-03,CLI-291,Argentina,Tecnología,Auriculares Noise-Cancelling,507.0,1,39.05,App,3,507.0,467.95,0.077022,2025,6,2025-06,T2,Media,0
ORD-1464,2025-05-24,CLI-248,España,Estilo de Vida,Set de Teclado Mecánico,219.32,1,7.82,Web,1,219.32,211.5,0.035656,2025,5,2025-05,T2,Baja,0
ORD-1465,2025-03-27,CLI-337,Chile,Estilo de Vida,Botella Térmica Inteligente,208.41,3,6.92,App,4,625.23,618.31,0.011068,2025,3,2025-03,T1,Alta,1
ORD-1466,2025-07-04,CLI-496,México,Tecnología,Laptop Pro 15,912.39,1,51.83,App,5,912.39,860.56,0.056807,2025,7,2025-07,T3,Alta,1
ORD-1467,2025-10-12,CLI-491,Argentina,Estilo de Vida,Set de Teclado Mecánico,194.73,2,11.73,Tienda Física,4,389.46,377.73,0.030119,2025,10,2025-10,T4,Alta,1
ORD-1468,2025-08-08,CLI-109,España,Tecnología,Auriculares Noise-Cancelling,804.55,1,51.25,App,4,804.55,753.3,0.0637,2025,8,2025-08,T3,Alta,1
ORD-1469,2025-03-10,CLI-405,España,Estilo de Vida,Silla Gaming X,48.37,1,6.93,Web,4,48.37,41.44,0.143271,2025,3,2025-03,T1,Alta,1
ORD-1470,2025-02-16,CLI-143,España,Tecnología,Smartwatch Series Z,1118.78,1,65.96,App,4,1118.78,1052.82,0.058957,2025,2,2025-02,T1,Alta,1
ORD-1471,2025-04-04,CLI-169,Colombia,Estilo de Vida,Botella Térmica Inteligente,38.66,1,8.61,Web,4,38.66,30.05,0.222711,2025,4,2025-04,T2,Alta,1
ORD-1472,2025-08-26,CLI-209,España,Estilo de Vida,Mochila Ergonómica,143.02,1,3.67,Tienda Física,3,143.02,139.35,0.025661,2025,8,2025-08,T3,Media,0
ORD-1473,2025-07-23,CLI-386,España,Estilo de Vida,Botella Térmica Inteligente,42.04,1,8.19,Web,5,42.04,33.85,0.194814,2025,7,2025-07,T3,Alta,1
ORD-1474,2025-08-06,CLI-345,México,Tecnología,Smartphone Alpha,1036.19,1,59.43,Web,4,1036.19,976.76,0.057354,2025,8,2025-08,T3,Alta,1
ORD-1475,2025-12-07,CLI-112,Chile,Estilo de Vida,Set de Teclado Mecánico,268.32,2,5.08,Tienda Física,5,536.64,531.56,0.009466,2025,12,2025-12,T4,Alta,1
ORD-1476,2025-02-08,CLI-239,España,Estilo de Vida,Silla Gaming X,258.25,1,9.17,Web,3,258.25,249.08,0.035508,2025,2,2025-02,T1,Media,0
ORD-1477,2025-04-10,CLI-358,España,Estilo de Vida,Set de Teclado Mecánico,56.16,1,4.55,Web,4,56.16,51.61,0.081019,2025,4,2025-04,T2,Alta,1
ORD-1478,2025-10-16,CLI-357,México,Estilo de Vida,Lámpara LED Escritorio,53.15,3,9.77,App,5,159.45,149.68,0.061273,2025,10,2025-10,T4,Alta,1
ORD-1479,2025-09-11,CLI-496,Argentina,Tecnología,Laptop Pro 15,1043.5,1,60.63,App,3,1043.5,982.87,0.058103,2025,9,2025-09,T3,Media,0
ORD-1480,2025-08-10,CLI-454,México,Estilo de Vida,Botella Térmica Inteligente,222.79,1,5.44,Tienda Física,5,222.79,217.35,0.024418,2025,8,2025-08,T3,Alta,1
ORD-1481,2025-12-23,CLI-336,Chile,Tecnología,Smartwatch Series Z,944.27,3,56.96,Tienda Física,4,2832.81,2775.85,0.020107,2025,12,2025-12,T4,Alta,1
ORD-1482,2025-01-23,CLI-258,Chile,Tecnología,Auriculares Noise-Cancelling,1039.63,3,59.04,Web,5,3118.89,3059.85,0.01893,2025,1,2025-01,T1,Alta,1
ORD-1483,2025-09-07,CLI-343,México,Tecnología,Smartphone Alpha,159.22,1,16.78,Web,4,159.22,142.44,0.105389,2025,9,2025-09,T3,Alta,1
ORD-1484,2025-01-10,CLI-141,Colombia,Tecnología,Auriculares Noise-Cancelling,290.38,2,28.87,Tienda Física,4,580.76,551.89,0.049711,2025,1,2025-01,T1,Alta,1
ORD-1485,2025-09-03,CLI-265,España,Tecnología,Monitor 4K Curved,498.78,2,36.95,Tienda Física,5,997.56,960.61,0.03704,2025,9,2025-09,T3,Alta,1
ORD-1486,2025-11-21,CLI-314,España,Tecnología,Monitor 4K Curved,556.58,3,35.66,Tienda Física,4,1669.74,1634.08,0.021357,2025,11,2025-11,T4,Alta,1
ORD-1487,2025-04-10,CLI-325,México,Tecnología,Smartwatch Series Z,810.32,2,51.92,App,5,1620.64,1568.72,0.032037,2025,4,2025-04,T2,Alta,1
ORD-1488,2025-10-17,CLI-453,Chile,Estilo de Vida,Silla Gaming X,159.54,1,4.2,Web,3,159.54,155.34,0.026326,2025,10,2025-10,T4,Media,0
ORD-1489,2025-06-29,CLI-393,Colombia,Tecnología,Laptop Pro 15,274.15,2,28.25,App,1,548.3,520.05,0.051523,2025,6,2025-06,T2,Baja,0
ORD-1490,2025-08-11,CLI-338,Colombia,Estilo de Vida,Silla Gaming X,217.8,1,6.7,Web,5,217.8,211.1,0.030762,2025,8,2025-08,T3,Alta,1
ORD-1491,2025-09-07,CLI-126,México,Tecnología,Auriculares Noise-Cancelling,690.21,1,48.08,Web,5,690.21,642.13,0.06966,2025,9,2025-09,T3,Alta,1
ORD-1492,2025-05-27,CLI-175,Chile,Tecnología,Smartwatch Series Z,649.24,1,45.03,Tienda Física,4,649.24,604.21,0.069358,2025,5,2025-05,T2,Alta,1
ORD-1493,2025-04-06,CLI-264,España,Tecnología,Smartwatch Series Z,1071.64,2,60.62,App,5,2143.28,2082.66,0.028284,2025,4,2025-04,T2,Alta,1
ORD-1494,2025-09-14,CLI-407,España,Tecnología,Smartphone Alpha,642.88,1,45.72,Web,3,642.88,597.16,0.071117,2025,9,2025-09,T3,Media,0
ORD-1495,2025-11-21,CLI-396,España,Estilo de Vida,Silla Gaming X,87.56,3,4.5,Tienda Física,4,262.68,258.18,0.017131,2025,11,2025-11,T4,Alta,1
ORD-1496,2025-01-04,CLI-468,México,Tecnología,Monitor 4K Curved,622.75,1,38.68,App,2,622.75,584.07,0.062112,2025,1,2025-01,T1,Baja,0
ORD-1497,2025-01-16,CLI-395,España,Tecnología,Monitor 4K Curved,954.16,1,53.5,Web,4,954.16,900.66,0.05607,2025,1,2025-01,T1,Alta,1
ORD-1498,2025-10-07,CLI-477,México,Tecnología,Auriculares Noise-Cancelling,972.68,2,53.74,Tienda Física,4,1945.36,1891.62,0.027625,2025,10,2025-10,T4,Alta,1
ORD-1499,2025-12-02,CLI-281,Chile,Tecnología,Smartphone Alpha,1088.63,2,62.79,Web,2,2177.26,2114.47,0.028839,2025,12,2025-12,T4,Baja,0
ORD-1500,2025-09-04,CLI-486,México,Estilo de Vida,Set de Teclado Mecánico,64.27,1,8.22,Web,5,64.27,56.05,0.127898,2025,9,2025-09,T3,Alta,1
ORD-1501,2025-09-15,CLI-208,España,Estilo de Vida,Lámpara LED Escritorio,47.71,1,4.39,App,4,47.71,43.32,0.092014,2025,9,2025-09,T3,Alta,1
ORD-1502,2025-06-09,CLI-217,Chile,Estilo de Vida,Lámpara LED Escritorio,96.15,2,6.12,App,5,192.3,186.18,0.031825,2025,6,2025-06,T2,Alta,1
ORD-1503,2025-12-06,CLI-472,Colombia,Tecnología,Laptop Pro 15,1139.49,3,69.86,Web,5,3418.47,3348.61,0.020436,2025,12,2025-12,T4,Alta,1
ORD-1504,2025-06-01,CLI-384,España,Estilo de Vida,Mochila Ergonómica,267.72,1,3.87,Web,5,267.72,263.85,0.014455,2025,6,2025-06,T2,Alta,1
ORD-1505,2025-06-27,CLI-302,España,Tecnología,Auriculares Noise-Cancelling,258.94,1,20.9,App,5,258.94,238.04,0.080714,2025,6,2025-06,T2,Alta,1
ORD-1506,2025-06-12,CLI-382,España,Tecnología,Smartphone Alpha,1090.51,1,59.81,Web,4,1090.51,1030.7,0.054846,2025,6,2025-06,T2,Alta,1
ORD-1507,2025-02-02,CLI-202,España,Tecnología,Smartwatch Series Z,890.76,2,51.41,Web,3,1781.52,1730.11,0.028857,2025,2,2025-02,T1,Media,0
ORD-1508,2025-06-28,CLI-171,Argentina,Tecnología,Laptop Pro 15,1037.04,2,57.65,App,3,2074.08,2016.43,0.027795,2025,6,2025-06,T2,Media,0
ORD-1509,2025-04-11,CLI-354,Argentina,Tecnología,Laptop Pro 15,540.65,1,32.96,Web,3,540.65,507.69,0.060964,2025,4,2025-04,T2,Media,0
ORD-1510,2025-09-25,CLI-334,México,Tecnología,Laptop Pro 15,410.01,2,28.98,Tienda Física,4,820.02,791.04,0.035341,2025,9,2025-09,T3,Alta,1
ORD-1511,2025-11-19,CLI-232,España,Tecnología,Smartwatch Series Z,391.84,3,25.66,Web,4,1175.52,1149.86,0.021829,2025,11,2025-11,T4,Alta,1
ORD-1512,2025-03-06,CLI-295,México,Estilo de Vida,Botella Térmica Inteligente,110.1,1,11.77,Web,5,110.1,98.33,0.106903,2025,3,2025-03,T1,Alta,1
ORD-1513,2025-06-17,CLI-413,España,Tecnología,Smartphone Alpha,901.78,1,56.16,App,4,901.78,845.62,0.062277,2025,6,2025-06,T2,Alta,1
ORD-1514,2025-11-26,CLI-150,Chile,Tecnología,Laptop Pro 15,1033.7,4,56.99,Web,5,4134.8,4077.81,0.013783,2025,11,2025-11,T4,Alta,1
ORD-1515,2025-02-12,CLI-151,España,Tecnología,Smartwatch Series Z,657.73,1,40.09,Tienda Física,5,657.73,617.64,0.060952,2025,2,2025-02,T1,Alta,1
ORD-1516,2025-02-13,CLI-358,Argentina,Tecnología,Monitor 4K Curved,908.53,1,50.5,Web,5,908.53,858.03,0.055584,2025,2,2025-02,T1,Alta,1
