ID_Pedido,Fecha,ID_Cliente,Pais,Categoria,Producto,Precio_Unitario,Cantidad,Costo_Envio,Canal_Venta,Puntuacion_Satisfaccion
ORD-1240,2025-05-28,CLI-347,Argentina,Tecnología,Auriculares Noise-Cancelling,1084.56,2,60.07,Tienda Física,4
ORD-1241,2025-09-09,CLI-146,España,Tecnología,Auriculares Noise-Cancelling,819.57,2,48.4,Web,5
ORD-1242,2025-12-12,CLI-260,México,Tecnología,Smartphone Alpha,375.13,3,26.46,Web,3
ORD-1243,2025-05-27,CLI-273,México,Estilo de Vida,Botella Térmica Inteligente,127.36,2,6.0,Web,3
ORD-1244,2025-05-28,CLI-206,México,Tecnología,Smartphone Alpha,416.03,1,35.68,App,3
ORD-1245,2025-12-18,CLI-462,México,Tecnología,Smartphone Alpha,1058.45,4,67.08,App,5
ORD-1246,2025-07-18,CLI-238,México,Estilo de Vida,Botella Térmica Inteligente,162.34,1,7.82,App,4
ORD-1247,2025-11-04,CLI-102,España,Tecnología,Monitor 4K Curved,466.1,3,33.33,Web,3
ORD-1248,2025-05-08,CLI-341,Argentina,Tecnología,Laptop Pro 15,579.22,1,43.2,App,5
ORD-1249,2025-02-08,CLI-333,Chile,Estilo de Vida,Set de Teclado Mecánico,252.28,2,7.02,Web,4
ORD-1250,2025-12-04,CLI-135,Chile,Tecnología,Monitor 4K Curved,929.66,3,52.25,Web,5
ORD-1251,2025-12-26,CLI-138,España,Estilo de Vida,Mochila Ergonómica,164.05,3,11.47,Tienda Física,5
ORD-1252,2025-05-09,CLI-384,México,Tecnología,Monitor 4K Curved,860.79,2,56.42,App,5
ORD-1253,2025-09-24,CLI-233,Colombia,Tecnología,Monitor 4K Curved,908.03,1,54.25,Web,5
ORD-1254,2025-05-31,CLI-214,España,Estilo de Vida,Mochila Ergonómica,119.94,2,6.73,Tienda Física,5
ORD-1255,2025-10-25,CLI-481,España,Tecnología,Smartphone Alpha,372.49,1,26.73,Web,4
ORD-1256,2025-04-09,CLI-453,Colombia,Estilo de Vida,Lámpara LED Escritorio,178.14,1,6.74,App,5
ORD-1257,2025-09-20,CLI-227,España,Tecnología,Smartphone Alpha,812.99,1,50.97,App,4
ORD-1258,2025-09-09,CLI-340,México,Estilo de Vida,Mochila Ergonómica,81.72,2,6.53,Web,4
ORD-1259,2025-05-24,CLI-124,Colombia,Estilo de Vida,Lámpara LED Escritorio,43.99,1,7.27,App,3
ORD-1260,2025-12-12,CLI-298,España,Estilo de Vida,Mochila Ergonómica,172.31,4,10.53,Web,3
ORD-1261,2025-04-22,CLI-245,México,Tecnología,Auriculares Noise-Cancelling,1011.63,1,59.63,Web,5
ORD-1262,2025-03-01,CLI-412,Chile,Estilo de Vida,Botella Térmica Inteligente,43.42,1,10.9,App,2
ORD-1263,2025-01-02,CLI-438,México,Estilo de Vida,Botella Térmica Inteligente,128.25,1,10.23,Tienda Física,4
ORD-1264,2025-10-31,CLI-334,España,Tecnología,Auriculares Noise-Cancelling,891.97,1,53.34,Web,5
ORD-1265,2025-09-11,CLI-300,España,Estilo de Vida,Mochila Ergonómica,127.64,1,8.69,Web,4
ORD-1266,2025-05-20,CLI-143,España,Tecnología,Monitor 4K Curved,697.13,1,43.36,App,3
ORD-1267,2025-02-06,CLI-163,Argentina,Estilo de Vida,Silla Gaming X,78.62,2,11.01,Tienda Física,4
ORD-1268,2025-06-09,CLI-107,Colombia,Estilo de Vida,Botella Térmica Inteligente,184.17,1,8.69,Web,3
ORD-1269,2025-01-09,CLI-180,México,Tecnología,Smartphone Alpha,403.58,1,27.33,Tienda Física,3
ORD-1270,2025-08-21,CLI-338,España,Tecnología,Laptop Pro 15,551.94,1,40.82,App,5
ORD-1271,2025-04-09,CLI-455,Colombia,Estilo de Vida,Lámpara LED Escritorio,200.0,1,5.92,Web,3
ORD-1272,2025-05-27,CLI-456,España,Estilo de Vida,Botella Térmica Inteligente,207.04,2,10.33,App,2
ORD-1273,2025-10-31,CLI-104,Argentina,Estilo de Vida,Mochila Ergonómica,143.9,1,3.28,Web,3
ORD-1274,2025-07-27,CLI-176,Colombia,Estilo de Vida,Botella Térmica Inteligente,240.54,1,6.86,App,4
ORD-1275,2025-05-11,CLI-386,Argentina,Estilo de Vida,Botella Térmica Inteligente,230.7,2,10.31,Tienda Física,5
ORD-1276,2025-06-01,CLI-286,México,Estilo de Vida,Set de Teclado Mecánico,260.96,1,11.98,Web,2
ORD-1277,2025-02-23,CLI-455,España,Estilo de Vida,Lámpara LED Escritorio,28.77,1,3.72,Web,5
ORD-1278,2025-04-30,CLI-128,España,Tecnología,Auriculares Noise-Cancelling,155.61,1,22.16,Web,2
ORD-1279,2025-06-10,CLI-282,Argentina,Estilo de Vida,Lámpara LED Escritorio,210.93,1,4.25,App,4
ORD-1280,2025-04-26,CLI-113,México,Estilo de Vida,Lámpara LED Escritorio,154.05,1,6.99,Tienda Física,5
ORD-1281,2025-03-16,CLI-442,Chile,Tecnología,Auriculares Noise-Cancelling,1024.47,2,59.85,Web,5
ORD-1282,2025-04-23,CLI-313,México,Estilo de Vida,Mochila Ergonómica,203.38,1,5.48,App,3
ORD-1283,2025-04-14,CLI-367,Colombia,Tecnología,Smartphone Alpha,1029.24,1,58.16,App,5
ORD-1284,2025-12-06,CLI-421,México,Tecnología,Smartwatch Series Z,1158.97,3,68.31,Tienda Física,5
ORD-1285,2025-09-11,CLI-308,España,Estilo de Vida,Botella Térmica Inteligente,228.66,1,3.85,App,3
ORD-1286,2025-08-15,CLI-254,Chile,Estilo de Vida,Silla Gaming X,92.73,1,9.22,App,5
ORD-1287,2025-04-22,CLI-194,Chile,Estilo de Vida,Mochila Ergonómica,299.24,2,3.27,App,4
ORD-1288,2025-04-09,CLI-110,Argentina,Estilo de Vida,Silla Gaming X,120.56,1,6.92,App,4
ORD-1289,2025-06-02,CLI-183,España,Estilo de Vida,Silla Gaming X,71.23,1,7.27,Tienda Física,4
ORD-1290,2025-12-15,CLI-155,Colombia,Estilo de Vida,Mochila Ergonómica,291.13,3,6.96,Web,3
ORD-1291,2025-12-04,CLI-265,Argentina,Tecnología,Smartwatch Series Z,523.09,2,37.89,Web,5
ORD-1292,2025-07-13,CLI-227,México,Estilo de Vida,Botella Térmica Inteligente,253.06,1,9.36,Web,5
ORD-1293,2025-11-06,CLI-205,España,Tecnología,Auriculares Noise-Cancelling,153.3,3,14.41,Web,5
ORD-1294,2025-06-12,CLI-370,Argentina,Tecnología,Laptop Pro 15,631.35,1,43.82,App,5
ORD-1295,2025-07-27,CLI-431,México,Tecnología,Monitor 4K Curved,1188.92,1,73.34,Web,5
ORD-1296,2025-06-18,CLI-323,Colombia,Tecnología,Auriculares Noise-Cancelling,840.99,2,48.22,Web,4
ORD-1297,2025-06-10,CLI-409,México,Tecnología,Monitor 4K Curved,1084.38,1,67.4,App,5
ORD-1298,2025-03-09,CLI-230,España,Tecnología,Smartphone Alpha,928.68,1,54.23,Tienda Física,5
ORD-1299,2025-10-16,CLI-131,España,Tecnología,Laptop Pro 15,1098.35,1,65.96,App,5
ORD-1300,2025-10-04,CLI-226,España,Estilo de Vida,Lámpara LED Escritorio,270.85,2,6.04,App,5
ORD-1301,2025-10-31,CLI-375,Argentina,Tecnología,Monitor 4K Curved,1067.78,1,60.89,Web,5
ORD-1302,2025-05-15,CLI-208,México,Tecnología,Smartphone Alpha,309.65,1,25.07,Web,5
ORD-1303,2025-07-14,CLI-101,Argentina,Estilo de Vida,Lámpara LED Escritorio,90.49,1,11.18,Web,3
ORD-1304,2025-05-08,CLI-193,México,Estilo de Vida,Mochila Ergonómica,218.62,1,11.42,App,5
ORD-1305,2025-02-02,CLI-279,México,Tecnología,Smartphone Alpha,686.11,3,45.46,App,2
ORD-1306,2025-06-25,CLI-370,México,Tecnología,Smartphone Alpha,610.09,1,43.9,Web,3
ORD-1307,2025-01-22,CLI-289,España,Tecnología,Monitor 4K Curved,267.17,1,24.44,Web,5
ORD-1308,2025-08-26,CLI-441,Argentina,Tecnología,Auriculares Noise-Cancelling,834.09,1,48.81,Tienda Física,5
ORD-1309,2025-06-07,CLI-248,México,Tecnología,Monitor 4K Curved,936.9,1,56.16,Web,3
ORD-1310,2025-02-07,CLI-392,España,Estilo de Vida,Lámpara LED Escritorio,200.2,1,8.38,Web,5
ORD-1311,2025-08-18,CLI-327,Colombia,Estilo de Vida,Silla Gaming X,121.36,1,11.22,Web,4
ORD-1312,2025-12-31,CLI-196,España,Estilo de Vida,Lámpara LED Escritorio,110.77,2,6.06,Tienda Física,5
ORD-1313,2025-02-20,CLI-241,México,Estilo de Vida,Botella Térmica Inteligente,280.37,1,3.56,Web,3
ORD-1314,2025-09-21,CLI-310,Colombia,Tecnología,Laptop Pro 15,348.86,1,22.49,Tienda Física,3
ORD-1315,2025-10-10,CLI-274,Argentina,Estilo de Vida,Set de Teclado Mecánico,56.57,2,11.47,Web,3
ORD-1316,2025-01-27,CLI-257,España,Tecnología,Laptop Pro 15,1090.34,1,68.61,App,3
ORD-1317,2025-08-14,CLI-242,México,Estilo de Vida,Set de Teclado Mecánico,143.24,1,10.48,App,3
ORD-1318,2025-10-04,CLI-463,España,Estilo de Vida,Silla Gaming X,226.82,1,8.69,Web,1
ORD-1319,2025-10-13,CLI-237,Colombia,Estilo de Vida,Silla Gaming X,184.89,2,3.95,App,4
ORD-1320,2025-04-07,CLI-336,España,Tecnología,Smartphone Alpha,236.87,2,19.38,Web,4
ORD-1321,2025-10-11,CLI-431,Colombia,Tecnología,Monitor 4K Curved,220.6,2,21.98,Web,4
ORD-1322,2025-11-13,CLI-285,Argentina,Estilo de Vida,Set de Teclado Mecánico,181.19,5,5.67,Web,1
ORD-1323,2025-10-31,CLI-420,España,Tecnología,Laptop Pro 15,202.87,1,15.67,Web,5
ORD-1324,2025-05-27,CLI-274,España,Tecnología,Laptop Pro 15,527.17,2,39.59,Web,4
ORD-1325,2025-01-04,CLI-171,México,Tecnología,Laptop Pro 15,313.84,1,29.04,Tienda Física,3
ORD-1326,2025-02-04,CLI-404,España,Estilo de Vida,Set de Teclado Mecánico,130.77,1,7.13,Tienda Física,5
ORD-1327,2025-07-11,CLI-372,Colombia,Tecnología,Laptop Pro 15,184.29,1,18.97,Web,5
ORD-1328,2025-02-18,CLI-199,España,Estilo de Vida,Set de Teclado Mecánico,86.6,1,5.15,App,5
ORD-1329,2025-01-17,CLI-387,España,Estilo de Vida,Botella Térmica Inteligente,254.25,1,10.33,Web,2
ORD-1330,2025-06-21,CLI-499,México,Estilo de Vida,Botella Térmica Inteligente,172.89,1,5.5,Web,1
ORD-1331,2025-08-08,CLI-258,España,Tecnología,Monitor 4K Curved,381.09,2,29.24,Web,5
ORD-1332,2025-06-07,CLI-385,España,Estilo de Vida,Set de Teclado Mecánico,255.04,1,3.45,Web,3
ORD-1333,2025-02-15,CLI-449,Argentina,Estilo de Vida,Botella Térmica Inteligente,36.84,1,10.03,Web,5
ORD-1334,2025-01-06,CLI-477,México,Tecnología,Laptop Pro 15,399.0,2,26.03,App,3
ORD-1335,2025-04-09,CLI-195,Argentina,Tecnología,Monitor 4K Curved,1096.66,2,61.99,App,5
ORD-1336,2025-08-21,CLI-249,México,Estilo de Vida,Silla Gaming X,89.32,2,4.9,Tienda Física,2
ORD-1337,2025-02-06,CLI-350,México,Estilo de Vida,Lámpara LED Escritorio,149.96,3,10.02,Web,4
ORD-1338,2025-10-07,CLI-336,México,Estilo de Vida,Botella Térmica Inteligente,196.26,1,5.0,App,3
ORD-1339,2025-12-15,CLI-215,España,Tecnología,Smartphone Alpha,987.07,3,61.6,Web,5
ORD-1340,2025-10-29,CLI-163,España,Tecnología,Laptop Pro 15,395.5,2,25.01,Tienda Física,3
ORD-1341,2025-06-30,CLI-445,España,Tecnología,Smartphone Alpha,590.61,1,35.04,App,1
ORD-1342,2025-04-05,CLI-229,España,Estilo de Vida,Mochila Ergonómica,241.53,1,5.76,App,5
ORD-1343,2025-04-09,CLI-111,México,Tecnología,Auriculares Noise-Cancelling,894.91,3,52.46,Web,2
ORD-1344,2025-07-07,CLI-383,Chile,Tecnología,Auriculares Noise-Cancelling,995.93,1,57.04,Tienda Física,2
ORD-1345,2025-04-26,CLI-384,Argentina,Tecnología,Smartwatch Series Z,451.69,1,30.38,App,5
ORD-1346,2025-07-10,CLI-384,España,Tecnología,Smartwatch Series Z,878.5,1,54.45,Web,5
ORD-1347,2025-09-10,CLI-133,México,Tecnología,Smartwatch Series Z,578.1,1,35.16,Tienda Física,4
ORD-1348,2025-06-10,CLI-215,España,Tecnología,Monitor 4K Curved,512.06,1,33.98,Web,5
ORD-1349,2025-09-13,CLI-377,Colombia,Estilo de Vida,Mochila Ergonómica,63.8,1,7.91,Web,4
ORD-1350,2025-11-19,CLI-483,Chile,Estilo de Vida,Set de Teclado Mecánico,297.18,2,3.27,Tienda Física,5
ORD-1351,2025-05-08,CLI-415,México,Estilo de Vida,Set de Teclado Mecánico,263.18,1,5.6,App,4
ORD-1352,2025-01-18,CLI-495,Colombia,Estilo de Vida,Set de Teclado Mecánico,143.15,1,5.51,Web,4
ORD-1353,2025-10-08,CLI-359,Argentina,Tecnología,Smartphone Alpha,666.84,1,40.29,App,5
ORD-1354,2025-08-11,CLI-281,España,Tecnología,Laptop Pro 15,452.22,3,28.54,Web,5
ORD-1355,2025-02-23,CLI-395,España,Estilo de Vida,Botella Térmica Inteligente,183.22,1,6.86,App,5
ORD-1356,2025-02-27,CLI-382,España,Tecnología,Smartphone Alpha,834.85,1,49.25,Web,5
ORD-1357,2025-11-19,CLI-325,España,Estilo de Vida,Botella Térmica Inteligente,75.45,2,8.35,Web,2
ORD-1358,2025-12-26,CLI-384,Colombia,Estilo de Vida,Silla Gaming X,238.8,4,9.06,Web,5
ORD-1359,2025-06-23,CLI-497,España,Estilo de Vida,Set de Teclado Mecánico,183.64,1,8.08,Web,5
ORD-1360,2025-10-07,CLI-455,México,Estilo de Vida,Botella Térmica Inteligente,136.81,2,4.29,Web,5
ORD-1361,2025-04-24,CLI-248,Argentina,Estilo de Vida,Mochila Ergonómica,255.32,1,8.53,Web,2
ORD-1362,2025-10-15,CLI-268,España,Estilo de Vida,Silla Gaming X,113.97,1,8.99,Web,2
ORD-1363,2025-12-08,CLI-344,España,Tecnología,Smartwatch Series Z,832.28,3,47.65,Web,5
ORD-1364,2025-05-31,CLI-232,Argentina,Estilo de Vida,Mochila Ergonómica,177.45,1,4.33,Tienda Física,5
ORD-1365,2025-05-07,CLI-442,España,Tecnología,Smartphone Alpha,553.24,3,39.32,Web,4
ORD-1366,2025-06-04,CLI-210,Argentina,Tecnología,Auriculares Noise-Cancelling,708.47,3,49.16,App,4
ORD-1367,2025-09-30,CLI-463,Colombia,Tecnología,Laptop Pro 15,856.13,1,54.63,Web,2
ORD-1368,2025-04-14,CLI-496,España,Estilo de Vida,Set de Teclado Mecánico,95.6,1,10.24,Tienda Física,5
ORD-1369,2025-10-26,CLI-339,España,Tecnología,Smartwatch Series Z,615.19,2,41.93,Web,5
ORD-1370,2025-09-03,CLI-366,Chile,Tecnología,Auriculares Noise-Cancelling,441.74,1,34.8,Tienda Física,4
ORD-1371,2025-06-25,CLI-319,México,Estilo de Vida,Lámpara LED Escritorio,281.45,1,7.71,Web,5
ORD-1372,2025-02-08,CLI-457,Chile,Estilo de Vida,Lámpara LED Escritorio,62.31,1,11.04,Tienda Física,5
ORD-1373,2025-06-19,CLI-153,Chile,Tecnología,Auriculares Noise-Cancelling,1138.66,2,67.23,Tienda Física,5
ORD-1374,2025-09-04,CLI-378,Chile,Tecnología,Smartwatch Series Z,565.73,1,40.85,Web,3
ORD-1375,2025-01-26,CLI-385,México,Tecnología,Auriculares Noise-Cancelling,1167.79,1,67.17,Web,3
ORD-1376,2025-12-21,CLI-146,Chile,Tecnología,Auriculares Noise-Cancelling,624.33,2,39.76,Web,1
ORD-1377,2025-11-02,CLI-237,Chile,Estilo de Vida,Silla Gaming X,134.16,2,7.1,App,3
ORD-1378,2025-01-13,CLI-231,Colombia,Tecnología,Monitor 4K Curved,266.77,1,27.02,Web,1
ORD-1379,2025-11-12,CLI-343,España,Tecnología,Laptop Pro 15,375.66,2,24.2,App,5
ORD-1380,2025-11-09,CLI-359,España,Tecnología,Auriculares Noise-Cancelling,772.41,2,45.1,Web,4
ORD-1381,2025-02-05,CLI-391,Argentina,Estilo de Vida,Botella Térmica Inteligente,154.23,1,7.52,Web,5
ORD-1382,2025-06-22,CLI-143,España,Estilo de Vida,Set de Teclado Mecánico,78.68,1,9.11,Tienda Física,4
ORD-1383,2025-01-20,CLI-217,México,Tecnología,Auriculares Noise-Cancelling,692.1,3,45.41,App,5
ORD-1384,2025-11-17,CLI-472,México,Estilo de Vida,Mochila Ergonómica,265.32,2,3.12,Web,5
ORD-1385,2025-09-21,CLI-477,México,Tecnología,Laptop Pro 15,779.43,1,53.0,Web,1
ORD-1386,2025-05-22,CLI-124,Argentina,Tecnología,Auriculares Noise-Cancelling,767.4,2,46.9,App,5
ORD-1387,2025-05-23,CLI-364,España,Tecnología,Monitor 4K Curved,584.85,1,43.82,App,5
ORD-1388,2025-04-02,CLI-222,Colombia,Tecnología,Monitor 4K Curved,784.58,1,51.87,Web,2
ORD-1389,2025-12-20,CLI-491,México,Tecnología,Auriculares Noise-Cancelling,929.41,3,53.91,Web,4
ORD-1390,2025-11-18,CLI-108,México,Tecnología,Laptop Pro 15,302.59,2,25.19,App,5
ORD-1391,2025-10-15,CLI-100,Chile,Tecnología,Monitor 4K Curved,269.22,2,27.64,Tienda Física,4
ORD-1392,2025-08-03,CLI-476,México,Tecnología,Smartphone Alpha,231.05,1,18.25,Web,3
ORD-1393,2025-12-08,CLI-191,Colombia,Tecnología,Monitor 4K Curved,1146.43,3,63.75,Web,3
ORD-1394,2025-02-20,CLI-422,España,Estilo de Vida,Lámpara LED Escritorio,235.64,1,6.72,App,5
ORD-1395,2025-06-02,CLI-469,Colombia,Estilo de Vida,Set de Teclado Mecánico,90.15,1,3.87,App,4
ORD-1396,2025-07-05,CLI-337,Chile,Tecnología,Smartwatch Series Z,226.37,1,19.12,App,3
ORD-1397,2025-03-04,CLI-437,España,Estilo de Vida,Set de Teclado Mecánico,86.78,1,6.59,Tienda Física,5
ORD-1398,2025-07-09,CLI-198,Argentina,Estilo de Vida,Silla Gaming X,140.5,2,8.21,Tienda Física,2
ORD-1399,2025-05-05,CLI-272,España,Tecnología,Auriculares Noise-Cancelling,632.63,1,43.39,App,5
ORD-1400,2025-05-30,CLI-214,México,Tecnología,Smartwatch Series Z,916.68,1,56.55,Web,4
ORD-1401,2025-11-10,CLI-446,España,Estilo de Vida,Lámpara LED Escritorio,217.7,5,8.3,App,4
ORD-1402,2025-02-27,CLI-446,España,Tecnología,Laptop Pro 15,222.61,1,24.41,Web,5
ORD-1403,2025-12-08,CLI-216,España,Estilo de Vida,Set de Teclado Mecánico,138.41,2,4.76,Web,3
ORD-1404,2025-11-01,CLI-174,España,Tecnología,Smartwatch Series Z,689.39,3,42.35,Tienda Física,2
ORD-1405,2025-06-29,CLI-336,México,Tecnología,Auriculares Noise-Cancelling,333.13,1,26.37,App,4
ORD-1406,2025-06-19,CLI-310,Argentina,Tecnología,Smartphone Alpha,356.11,2,23.03,App,4
ORD-1407,2025-11-22,CLI-480,España,Estilo de Vida,Lámpara LED Escritorio,95.33,3,5.95,Web,4
ORD-1408,2025-09-28,CLI-343,España,Tecnología,Monitor 4K Curved,597.82,1,41.05,Web,4
ORD-1409,2025-02-23,CLI-308,España,Tecnología,Smartwatch Series Z,528.39,1,37.47,Tienda Física,3
ORD-1410,2025-04-11,CLI-359,Argentina,Tecnología,Auriculares Noise-Cancelling,735.28,1,48.83,Tienda Física,5
ORD-1411,2025-09-21,CLI-366,España,Estilo de Vida,Botella Térmica Inteligente,82.31,1,4.2,Web,2
ORD-1412,2025-02-22,CLI-298,Chile,Tecnología,Monitor 4K Curved,175.85,1,15.89,Web,1
ORD-1413,2025-03-01,CLI-322,España,Tecnología,Smartwatch Series Z,370.17,1,33.27,Tienda Física,5
ORD-1414,2025-04-18,CLI-474,México,Estilo de Vida,Botella Térmica Inteligente,115.35,1,3.49,Tienda Física,5
ORD-1415,2025-01-05,CLI-481,España,Tecnología,Laptop Pro 15,304.59,1,22.3,App,1
ORD-1416,2025-04-13,CLI-106,España,Tecnología,Smartphone Alpha,538.74,2,39.45,Tienda Física,5
ORD-1417,2025-07-15,CLI-141,España,Tecnología,Smartphone Alpha,215.55,1,20.64,Web,5
ORD-1418,2025-09-19,CLI-384,Colombia,Tecnología,Monitor 4K Curved,1051.63,2,66.15,Web,5
ORD-1419,2025-12-31,CLI-177,Argentina,Tecnología,Smartphone Alpha,852.82,3,49.95,Web,5
ORD-1420,2025-12-16,CLI-492,España,Tecnología,Monitor 4K Curved,866.79,4,50.7,Tienda Física,5
ORD-1421,2025-02-16,CLI-382,España,Estilo de Vida,Set de Teclado Mecánico,229.04,1,9.1,Tienda Física,2
ORD-1422,2025-12-21,CLI-482,Colombia,Estilo de Vida,Silla Gaming X,78.5,2,10.38,Web,4
ORD-1423,2025-11-07,CLI-194,Colombia,Tecnología,Monitor 4K Curved,1180.3,4,73.34,Tienda Física,5
ORD-1424,2025-11-04,CLI-346,España,Estilo de Vida,Silla Gaming X,55.96,3,6.67,Web,5
ORD-1425,2025-05-24,CLI-471,México,Tecnología,Auriculares Noise-Cancelling,811.11,1,54.19,Tienda Física,5
ORD-1426,2025-09-26,CLI-291,España,Tecnología,Smartphone Alpha,208.97,1,18.0,Web,4
ORD-1427,2025-05-04,CLI-344,México,Tecnología,Auriculares Noise-Cancelling,412.47,1,26.36,App,4
ORD-1428,2025-04-16,CLI-184,España,Estilo de Vida,Set de Teclado Mecánico,250.57,1,8.84,Web,5
ORD-1429,2025-06-07,CLI-296,España,Estilo de Vida,Mochila Ergonómica,298.83,3,6.92,Web,3
ORD-1430,2025-05-27,CLI-465,España,Estilo de Vida,Botella Térmica Inteligente,25.06,2,11.24,App,2
ORD-1431,2025-05-25,CLI-260,España,Estilo de Vida,Mochila Ergonómica,88.76,1,9.35,Web,5
ORD-1432,2025-04-30,CLI-212,Argentina,Estilo de Vida,Mochila Ergonómica,231.08,1,11.26,Web,3
ORD-1433,2025-11-15,CLI-385,Argentina,Tecnología,Laptop Pro 15,624.81,2,43.63,App,5
ORD-1434,2025-10-02,CLI-167,España,Estilo de Vida,Botella Térmica Inteligente,35.37,1,10.27,App,5
ORD-1435,2025-04-02,CLI-283,España,Estilo de Vida,Silla Gaming X,262.3,1,5.4,Tienda Física,5
ORD-1436,2025-02-27,CLI-182,España,Estilo de Vida,Silla Gaming X,252.57,1,3.01,Web,2
ORD-1437,2025-12-12,CLI-141,Argentina,Tecnología,Smartphone Alpha,455.93,3,31.97,Tienda Física,5
ORD-1438,2025-08-17,CLI-155,Argentina,Tecnología,Laptop Pro 15,462.53,1,31.11,Web,2
ORD-1439,2025-04-27,CLI-278,México,Tecnología,Smartphone Alpha,224.06,1,25.3,Tienda Física,2
ORD-1440,2025-11-14,CLI-291,España,Tecnología,Monitor 4K Curved,1052.63,4,59.32,Web,5
ORD-1441,2025-10-06,CLI-305,Argentina,Estilo de Vida,Mochila Ergonómica,245.82,1,11.83,App,5
ORD-1442,2025-05-07,CLI-228,Colombia,Tecnología,Auriculares Noise-Cancelling,885.98,1,51.24,Tienda Física,4
ORD-1443,2025-05-09,CLI-434,Chile,Tecnología,Monitor 4K Curved,571.57,1,41.51,Web,3
ORD-1444,2025-02-27,CLI-477,Colombia,Estilo de Vida,Botella Térmica Inteligente,227.04,2,9.3,Web,4
ORD-1445,2025-05-02,CLI-102,Chile,Tecnología,Monitor 4K Curved,509.72,1,36.76,Web,5
ORD-1446,2025-01-01,CLI-189,Chile,Estilo de Vida,Botella Térmica Inteligente,279.12,1,10.38,App,5
ORD-1447,2025-08-27,CLI-303,Colombia,Tecnología,Smartwatch Series Z,729.53,1,43.89,Tienda Física,4
ORD-1448,2025-10-17,CLI-226,México,Estilo de Vida,Mochila Ergonómica,169.67,2,9.83,Web,4
ORD-1449,2025-04-06,CLI-200,España,Tecnología,Monitor 4K Curved,510.08,1,37.34,App,2
ORD-1450,2025-05-06,CLI-229,España,Tecnología,Monitor 4K Curved,556.15,1,33.61,Web,5
ORD-1451,2025-04-28,CLI-302,Chile,Tecnología,Smartwatch Series Z,279.41,3,22.05,Web,3
ORD-1452,2025-02-17,CLI-181,España,Tecnología,Laptop Pro 15,1078.7,1,64.47,Web,5
ORD-1453,2025-03-30,CLI-304,México,Tecnología,Smartphone Alpha,270.65,1,18.57,App,2
ORD-1454,2025-08-25,CLI-437,España,Tecnología,Smartwatch Series Z,388.33,3,31.86,Web,5
ORD-1455,2025-09-29,CLI-462,Argentina,Estilo de Vida,Lámpara LED Escritorio,121.7,1,11.19,App,4
ORD-1456,2025-07-08,CLI-288,Colombia,Estilo de Vida,Botella Térmica Inteligente,124.9,3,10.15,App,5
ORD-1457,2025-07-11,CLI-499,Colombia,Estilo de Vida,Mochila Ergonómica,39.1,1,6.62,Web,4
ORD-1458,2025-03-10,CLI-167,España,Tecnología,Smartphone Alpha,380.08,1,25.13,Web,4
ORD-1459,2025-10-05,CLI-481,México,Estilo de Vida,Lámpara LED Escritorio,193.62,1,10.25,Tienda Física,5
ORD-1460,2025-12-15,CLI-353,España,Tecnología,Laptop Pro 15,686.52,3,43.61,Tienda Física,5
ORD-1461,2025-09-04,CLI-371,Argentina,Tecnología,Laptop Pro 15,310.8,1,27.82,App,5
ORD-1462,2025-03-17,CLI-321,España,Tecnología,Smartwatch Series Z,830.89,2,47.23,Web,5
ORD-1463,2025-06-03,CLI-291,Argentina,Tecnología,Auriculares Noise-Cancelling,507.0,1,39.05,App,3
ORD-1464,2025-05-24,CLI-248,España,Estilo de Vida,Set de Teclado Mecánico,219.32,1,7.82,Web,1
ORD-1465,2025-03-27,CLI-337,Chile,Estilo de Vida,Botella Térmica Inteligente,208.41,3,6.92,App,4
ORD-1466,2025-07-04,CLI-496,México,Tecnología,Laptop Pro 15,912.39,1,51.83,App,5
ORD-1467,2025-10-12,CLI-491,Argentina,Estilo de Vida,Set de Teclado Mecánico,194.73,2,11.73,Tienda Física,4
ORD-1468,2025-08-08,CLI-109,España,Tecnología,Auriculares Noise-Cancelling,804.55,1,51.25,App,4
ORD-1469,2025-03-10,CLI-405,España,Estilo de Vida,Silla Gaming X,48.37,1,6.93,Web,4
ORD-1470,2025-02-16,CLI-143,España,Tecnología,Smartwatch Series Z,1118.78,1,65.96,App,4
ORD-1471,2025-04-04,CLI-169,Colombia,Estilo de Vida,Botella Térmica Inteligente,38.66,1,8.61,Web,4
ORD-1472,2025-08-26,CLI-209,España,Estilo de Vida,Mochila Ergonómica,143.02,1,3.67,Tienda Física,3
ORD-1473,2025-07-23,CLI-386,España,Estilo de Vida,Botella Térmica Inteligente,42.04,1,8.19,Web,5
ORD-1474,2025-08-06,CLI-345,México,Tecnología,Smartphone Alpha,1036.19,1,59.43,Web,4
ORD-1475,2025-12-07,CLI-112,Chile,Estilo de Vida,Set de Teclado Mecánico,268.32,2,5.08,Tienda Física,5
ORD-1476,2025-02-08,CLI-239,España,Estilo de Vida,Silla Gaming X,258.25,1,9.17,Web,3
ORD-1477,2025-04-10,CLI-358,España,Estilo de Vida,Set de Teclado Mecánico,56.16,1,4.55,Web,4
ORD-1478,2025-10-16,CLI-357,México,Estilo de Vida,Lámpara LED Escritorio,53.15,3,9.77,App,5
ORD-1479,2025-09-11,CLI-496,Argentina,Tecnología,Laptop Pro 15,1043.5,1,60.63,App,3
ORD-1480,2025-08-10,CLI-454,México,Estilo de Vida,Botella Térmica Inteligente,222.79,1,5.44,Tienda Física,5
